2018-09-14 11:44:29.469 [http-nio-9898-exec-2] INFO  com.course.controller.UserManager - 查询到的结果是1
2018-09-14 11:44:29.470 [http-nio-9898-exec-2] INFO  com.course.controller.UserManager - 登录的用户是：zhangsan
2018-09-14 11:44:29.543 [http-nio-9898-exec-3] INFO  com.course.controller.UserManager - 查询到的结果是0
2018-09-14 11:44:29.586 [http-nio-9898-exec-4] INFO  com.course.controller.UserManager - cookies验证通过
2018-09-14 11:44:29.599 [http-nio-9898-exec-4] INFO  com.course.controller.UserManager - 添加用户的数量是：1
2018-09-14 11:44:32.654 [http-nio-9898-exec-5] INFO  com.course.controller.UserManager - cookies验证通过
2018-09-14 11:44:32.661 [http-nio-9898-exec-5] INFO  com.course.controller.UserManager - getUserInfo获取到的用户数量是1
2018-09-14 11:44:34.737 [http-nio-9898-exec-6] INFO  com.course.controller.UserManager - cookies验证通过
2018-09-14 11:44:34.739 [http-nio-9898-exec-6] INFO  com.course.controller.UserManager - 更新数据的条目数为：1
2018-09-14 11:44:36.832 [http-nio-9898-exec-7] INFO  com.course.controller.UserManager - cookies验证通过
2018-09-14 11:44:36.833 [http-nio-9898-exec-7] INFO  com.course.controller.UserManager - 更新数据的条目数为：1
2018-09-14 11:44:38.914 [http-nio-9898-exec-8] INFO  com.course.controller.UserManager - cookies验证通过
2018-09-14 11:44:38.916 [http-nio-9898-exec-8] INFO  com.course.controller.UserManager - getUserInfo获取到的用户数量是4
2018-09-14 11:45:28.794 [http-nio-9898-exec-10] INFO  com.course.controller.UserManager - 查询到的结果是1
2018-09-14 11:45:28.794 [http-nio-9898-exec-10] INFO  com.course.controller.UserManager - 登录的用户是：zhangsan
2018-09-14 11:45:28.865 [http-nio-9898-exec-1] INFO  com.course.controller.UserManager - 查询到的结果是0
2018-09-14 11:45:28.912 [http-nio-9898-exec-2] INFO  com.course.controller.UserManager - cookies验证通过
2018-09-14 11:45:28.914 [http-nio-9898-exec-2] INFO  com.course.controller.UserManager - 添加用户的数量是：1
2018-09-14 11:45:32.024 [http-nio-9898-exec-3] INFO  com.course.controller.UserManager - cookies验证通过
2018-09-14 11:45:32.028 [http-nio-9898-exec-3] INFO  com.course.controller.UserManager - getUserInfo获取到的用户数量是1
2018-09-14 11:45:34.101 [http-nio-9898-exec-4] INFO  com.course.controller.UserManager - cookies验证通过
2018-09-14 11:45:34.117 [http-nio-9898-exec-4] INFO  com.course.controller.UserManager - 更新数据的条目数为：1
2018-09-14 11:45:36.214 [http-nio-9898-exec-5] INFO  com.course.controller.UserManager - cookies验证通过
2018-09-14 11:45:36.216 [http-nio-9898-exec-5] INFO  com.course.controller.UserManager - 更新数据的条目数为：1
2018-09-14 11:45:38.288 [http-nio-9898-exec-6] INFO  com.course.controller.UserManager - cookies验证通过
2018-09-14 11:45:38.290 [http-nio-9898-exec-6] INFO  com.course.controller.UserManager - getUserInfo获取到的用户数量是4
2018-09-14 11:53:01.611 [http-nio-9898-exec-8] INFO  com.course.controller.UserManager - 查询到的结果是1
2018-09-14 11:53:01.611 [http-nio-9898-exec-8] INFO  com.course.controller.UserManager - 登录的用户是：zhangsan
2018-09-14 11:53:01.686 [http-nio-9898-exec-9] INFO  com.course.controller.UserManager - 查询到的结果是0
2018-09-14 11:53:01.734 [http-nio-9898-exec-10] INFO  com.course.controller.UserManager - cookies验证通过
2018-09-14 11:53:01.735 [http-nio-9898-exec-10] INFO  com.course.controller.UserManager - 添加用户的数量是：1
2018-09-14 11:53:04.815 [http-nio-9898-exec-1] INFO  com.course.controller.UserManager - cookies验证通过
2018-09-14 11:53:04.818 [http-nio-9898-exec-1] INFO  com.course.controller.UserManager - getUserInfo获取到的用户数量是1
2018-09-14 11:53:06.886 [http-nio-9898-exec-2] INFO  com.course.controller.UserManager - cookies验证通过
2018-09-14 11:53:06.889 [http-nio-9898-exec-2] INFO  com.course.controller.UserManager - 更新数据的条目数为：1
2018-09-14 11:53:08.965 [http-nio-9898-exec-3] INFO  com.course.controller.UserManager - cookies验证通过
